rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
95,95,University of Rochester,53.6,95,42.8,111,50.7,217,41.4,202,29.9,205,89.7,44,United States,University of Rochester,"Electrical & Electronic Engineering,Education,Politics & International Studies (incl Development Studies),Sociology,Psychology,History, Philosophy & Theology,Chemical Engineering,Computer Science,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
97,97,University of Colorado Boulder,53.4,97,34.2,194,40.5,279,-,390,33.3,167,97.3,14,United States,University of Colorado Boulder,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Sociology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Law,General Engineering,Psychology,Geography",False,False
103,103,University of Arizona,52.4,105,39.4,131,38.0,295,82.3,47,44.4,101,74.6,133,United States,University of Arizona,"Physics & Astronomy,Chemical Engineering,Chemistry,Architecture,Other Health,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Archaeology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Psychology,Business & Management,Biological Sciences,Geography,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering",False,False
103,103,Rutgers University – New Brunswick,52.4,103,43.4,102,31.4,342,35.4,270,50.1,74,70.4,169,United States,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
108,108,"University of Maryland, College Park",52.2,108,39.0,139,42.4,272,32.1,314,37.2,134,84.4,73,United States,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False
112,112,University of Virginia (Main campus),51.8,113,49.7,74,30.2,347,49.4,136,33.9,162,77.5,111,United States,University of Virginia (Main campus),"Biological Sciences,Law,Art, Performing Arts & Design,Computer Science,Sport Science,Business & Management,Psychology,Medicine & Dentistry,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Architecture,General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Other Health,Archaeology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Communication & Media Studies",False,False
126,126,Dartmouth College,50.5,126,38.5,147,32.7,335,42.3,191,34.5,158,83.6,80,United States,Dartmouth College,"Physics & Astronomy,Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Geography,Other Health,Art, Performing Arts & Design,Archaeology,Computer Science,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,General Engineering,Biological Sciences,Civil Engineering,Psychology,Chemistry,Politics & International Studies (incl Development Studies)",False,False
128,128,University of Florida,50.4,128,48.0,78,30.9,344,-,391,49.9,76,59.9,243,United States,University of Florida,"Veterinary Science,Languages, Literature & Linguistics,Law,Geography,Psychology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Medicine & Dentistry,Other Health,Economics & Econometrics,Sport Science,Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Computer Science,General Engineering",False,False
132,132,Indiana University,50.1,132,45.8,89,38.3,292,-,377,37.0,137,71.5,155,United States,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",False,False
132,132,University of Massachusetts,50.1,134,40.7,121,33.1,333,52.0,123,38.9,122,74.6,134,United States,University of Massachusetts,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",False,False
135,135,Boston College,50.0,135,26.3,290,54.4,197,49.4,135,26.4,246,96.2,20,United States,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",False,False
136,136,"University of California, Santa Cruz",49.9,136,25.9,299,39.4,284,-,387,29.1,215,99.9,4,United States,"University of California, Santa Cruz","Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Chemistry,Other Health,Mathematics & Statistics,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology",False,False
139,139,Colorado School of Mines,49.5,139,22.7,332,47.3,239,74.8,58,27.2,238,97.1,15,United States,Colorado School of Mines,"Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Business & Management,Physics & Astronomy,Chemical Engineering,General Engineering,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",False,False
143,143,University of Utah,49.1,143,39.4,132,25.5,374,61.3,92,36.1,141,76.6,119,United States,University of Utah,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",False,False
146,146,Arizona State University (Tempe),48.9,146,33.8,199,28.6,359,31.4,324,35.9,143,83.6,79,United States,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False
148,148,"University of California, Riverside",48.7,148,25.9,298,62.2,143,37.6,249,25.8,252,91.8,33,United States,"University of California, Riverside","Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,Sociology,History, Philosophy & Theology,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Medicine & Dentistry,Communication & Media Studies,Biological Sciences,Education,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False
159,159,Texas A&M University,47.2,159,43.0,107,46.8,245,47.5,144,50.2,73,48.6,334,United States,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False
160,160,Georgetown University,47.0,160,51.9,67,43.6,260,71.9,65,25.6,254,62.3,231,United States,Georgetown University,"Law,Languages, Literature & Linguistics,Accounting & Finance,Chemistry,History, Philosophy & Theology,Agriculture & Forestry,Economics & Econometrics,Architecture,Communication & Media Studies,Biological Sciences,Medicine & Dentistry,Sport Science,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Physics & Astronomy,Business & Management,Mathematics & Statistics,General Engineering,Sociology,Computer Science,Psychology",False,False
161,161,University of Iowa,46.7,162,44.2,99,29.3,355,-,393,31.6,187,70.4,170,United States,University of Iowa,"Other Health,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",False,False
164,164,Brandeis University,46.6,164,28.8,258,50.6,218,36.8,257,24.3,267,86.5,59,United States,Brandeis University,"Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Chemistry,Mathematics & Statistics,Biological Sciences,Art, Performing Arts & Design,Psychology,Agriculture & Forestry,Business & Management,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",False,False
172,172,Yeshiva University,46.1,173,47.3,81,25.6,372,-,400,20.6,313,77.5,112,United States,Yeshiva University,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemistry,Computer Science,Economics & Econometrics,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Other Health,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology",False,False
174,174,University of Delaware,46.0,174,27.0,281,37.1,301,98.1,24,35.5,148,73.6,140,United States,University of Delaware,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Computer Science,Sport Science,Sociology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies",False,False
176,176,University at Buffalo,45.9,177,40.2,124,55.4,193,39.4,224,39.3,121,56.2,284,United States,University at Buffalo,"Architecture,Communication & Media Studies,Education,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,General Engineering,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Civil Engineering,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Geography,Languages, Literature & Linguistics,Other Health,Sport Science,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology",False,False
178,178,Stony Brook University,45.8,179,32.5,212,57.8,176,32.3,311,22.9,281,80.3,98,United States,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False
180,180,Wake Forest University,45.7,180,36.1,172,23.7,381,38.8,233,21.8,296,85.1,66,United States,Wake Forest University,"Law,Chemistry,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,General Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Communication & Media Studies,Other Health,Physics & Astronomy,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies)",False,False
181,181,Rensselaer Polytechnic Institute,45.6,181,30.7,233,35.6,308,65.6,81,35.5,146,71.5,158,United States,Rensselaer Polytechnic Institute,"History, Philosophy & Theology,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Accounting & Finance,General Engineering,Electrical & Electronic Engineering,Architecture,Computer Science,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering",False,False
183,183,Iowa State University,45.5,183,35.6,180,38.8,288,28.2,367,32.4,175,71.5,156,United States,Iowa State University,"Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Veterinary Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Other Health,General Engineering,Psychology,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Law,Business & Management,Sociology,Education,Art, Performing Arts & Design,Computer Science,Economics & Econometrics,Communication & Media Studies,Chemistry,Electrical & Electronic Engineering,Agriculture & Forestry",False,False
184,184,"Northeastern University, US",45.4,184,34.5,191,48.5,231,34.5,282,19.8,320,82.0,86,United States,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False
185,185,University of Miami,45.3,185,43.2,105,32.9,334,-,395,25.8,253,71.5,159,United States,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False
188,188,University of Texas at Dallas,45.2,189,25.5,305,46.8,246,44.4,174,28.6,219,81.2,94,United States,University of Texas at Dallas utd,"Computer Science,Psychology,Chemistry,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,General Engineering,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sociology",False,False
191,191,University of Illinois Chicago,45.0,192,45.5,94,43.3,264,31.1,329,34.9,153,56.2,285,United States,University of Illinois Chicago,"Civil Engineering,Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Archaeology,Biological Sciences,Geography,Computer Science,Chemical Engineering,Law,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Education,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Architecture,Accounting & Finance,Sport Science,Sociology,Electrical & Electronic Engineering",False,False
194,194,George Washington University,44.8,194,45.6,91,36.0,305,30.0,350,26.3,247,65.9,202,United States,George Washington University,"Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Archaeology,Other Health,Physics & Astronomy,Medicine & Dentistry,General Engineering,Art, Performing Arts & Design,Education,Sport Science,Economics & Econometrics,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Law,Communication & Media Studies,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Geography",False,False
197,197,Florida Institute of Technology,44.6,197,15.9,391,61.5,149,44.7,171,14.5,375,99.0,11,United States,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False
201,201-225,William & Mary,-,397,37.2,161,26.0,369,31.9,318,18.5,337,73.6,141,United States,William & Mary,"Psychology,Computer Science,Sport Science,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Law,Sociology,Art, Performing Arts & Design,Education,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics",False,False
226,226-250,Tulane University,-,302,43.0,108,29.0,356,-,383,20.6,311,61.1,236,United States,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",False,False
226,226-250,University of Cincinnati – Uptown,-,316,31.8,217,25.4,375,36.5,260,22.3,291,69.3,177,United States,University of Cincinnati – Uptown,"Electrical & Electronic Engineering,Economics & Econometrics,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Archaeology,Communication & Media Studies,Computer Science,Agriculture & Forestry,Chemistry,Business & Management,Sociology,Psychology,General Engineering,Other Health,Architecture,Geography,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Accounting & Finance,Chemical Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,History, Philosophy & Theology,Mathematics & Statistics,Law",False,False
226,226-250,Georgia Health Sciences University,-,227,47.2,82,30.8,345,-,373,12.1,390,63.5,226,United States,Georgia Health Sciences University,,False,False
251,251-275,University of South Carolina-Columbia,-,363,34.6,189,34.4,323,31.5,323,27.9,233,56.2,286,United States,University of South Carolina-Columbia,"Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Psychology,Law,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Medicine & Dentistry,Computer Science,Geography,Biological Sciences,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Civil Engineering,Mathematics & Statistics,Other Health,Sociology,General Engineering,Chemical Engineering",False,False
251,251-275,University of Nebraska-Lincoln,-,349,32.6,211,42.0,274,34.2,289,30.0,204,52.4,309,United States,University of Nebraska-Lincoln,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Sociology,Architecture,Education,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Other Health,Psychology,Economics & Econometrics,Civil Engineering,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Archaeology,Law,Biological Sciences,Business & Management,Computer Science,Agriculture & Forestry,Geography",False,False
276,276-300,University of Alaska Fairbanks,-,308,26.1,295,38.2,294,52.5,120,25.5,255,57.4,272,United States,University of Alaska Fairbanks,"Education,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Geography,Sociology,Economics & Econometrics,Architecture,Biological Sciences,Other Health,History, Philosophy & Theology,Civil Engineering,Chemistry,Computer Science,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics",False,False
276,276-300,University of Kansas,-,336,33.9,198,33.6,332,35.9,266,19.8,321,59.9,244,United States,University of Kansas,"History, Philosophy & Theology,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Other Health,Agriculture & Forestry,Biological Sciences,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Chemistry,General Engineering,Computer Science,Sociology,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics",False,False
276,276-300,University of South Florida (Tampa),-,364,24.1,322,38.5,291,95.0,26,31.1,193,52.4,310,United States,University of South Florida (Tampa),"Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Education,Archaeology,Medicine & Dentistry,Art, Performing Arts & Design,Business & Management,Chemistry,Communication & Media Studies,Computer Science,Veterinary Science,Accounting & Finance,Physics & Astronomy,Civil Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sociology,Geography,Agriculture & Forestry,Chemical Engineering,Architecture,Other Health,Biological Sciences,Sport Science",False,False
276,276-300,University of Georgia,-,327,39.6,129,35.0,315,30.7,334,28.9,217,46.1,354,United States,University of Georgia,"Architecture,Archaeology,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Agriculture & Forestry,Civil Engineering,Psychology,Other Health,Communication & Media Studies,Biological Sciences,Sport Science,Economics & Econometrics,Computer Science,Physics & Astronomy,Sociology,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Veterinary Science",False,False
276,276-300,University of Montana,-,346,29.5,249,22.6,383,34.5,283,15.0,372,74.6,135,United States,University of Montana,"Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Art, Performing Arts & Design,Computer Science,Sport Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Accounting & Finance,Economics & Econometrics,Mathematics & Statistics,Psychology,Business & Management,Geography,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,False
276,276-300,Virginia Polytechnic Institute and State University,-,392,33.7,201,27.5,366,42.0,194,40.4,118,38.7,382,United States,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Sociology,Archaeology,Geography,Politics & International Studies (incl Development Studies),Chemistry,Veterinary Science,Agriculture & Forestry,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Psychology,Chemical Engineering,Accounting & Finance,Civil Engineering",False,False
276,276-300,"Colorado State University, Fort Collins",-,220,28.6,261,31.4,341,38.5,237,29.8,206,57.4,270,United States,"Colorado State University, Fort Collins","General Engineering,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,Sociology,Sport Science,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Biological Sciences,History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology",False,False
