rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
2160,201–250,University of Iowa,50.1–53.7,2160,43.1,169,29.5,368,82.3,217,54.0,290,46.5,621,United States,"28,945",11.6,12%,52 : 48,University of Iowa,"Other Health,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",False,False,Iowa City,IA,52242,Johnson,41.660695,-91.535698
2270,201–250,University of Miami,50.1–53.7,2270,44.0,159,25.2,462,83.2,205,41.3,588,59.1,396,United States,"15,971",6.3,16%,52 : 48,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False,Coral Gables,FL,33146,Miami-Dade,25.720406,-80.27645
2420,201–250,University of Utah,50.1–53.7,2420,39.0,233,34.7,273,86.4,166,48.3,367,33.0,918,United States,"30,365",14.2,8%,47 : 53,University of Utah,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",False,False,Salt Lake City,UT,84112,Salt Lake,40.762484,-111.846044
2430,201–250,Virginia Polytechnic Institute and State University,50.1–53.7,2430,37.5,262,42.3,185,70.9,362,47.5,389,54.0,473,United States,"32,838",18.3,14%,43 : 57,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Sociology,Archaeology,Geography,Politics & International Studies (incl Development Studies),Chemistry,Veterinary Science,Agriculture & Forestry,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Psychology,Chemical Engineering,Accounting & Finance,Civil Engineering",False,False,Blacksburg,VA,24061,Montgomery,37.229906,-80.419988
2460,201–250,Wake Forest University,50.1–53.7,2460,42.8,174,18.8,667,94.1,84,43.6,493,31.2,953,United States,"7,675",4.0,9%,53 : 47,Wake Forest University,"Law,Chemistry,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,General Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Communication & Media Studies,Other Health,Physics & Astronomy,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies)",False,False,Winston Salem,NC,27106,Forsyth,36.135301,-80.279004
2560,251–300,University at Buffalo,46.9–50.0,2560,37.2,268,32.7,304,73.8,321,42.1,545,64.7,320,United States,"25,849",17.4,17%,44 : 56,University at Buffalo,"Architecture,Communication & Media Studies,Education,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,General Engineering,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Civil Engineering,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Geography,Languages, Literature & Linguistics,Other Health,Sport Science,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology",False,False,Buffalo,NY,14260,Erie,42.955292,-78.819555
2620,251–300,University of Delaware,46.9–50.0,2620,28.5,496,38.2,228,71.5,356,90.6,55,47.2,604,United States,"20,566",17.0,10%,57 : 43,University of Delaware,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Computer Science,Sport Science,Sociology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies",False,False,Newark,DE,19716,New Castle,39.678028,-75.752833
2660,251–300,Florida State University,46.9–50.0,2660,38.0,248,40.1,205,69.2,384,39.4,698,43.5,683,United States,"38,520",24.1,7%,56 : 44,Florida State University,"Chemical Engineering,Sport Science,Languages, Literature & Linguistics,Architecture,Biological Sciences,Archaeology,Sociology,Accounting & Finance,Medicine & Dentistry,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Economics & Econometrics,Psychology,Geography,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health,Electrical & Electronic Engineering,Chemistry,Law,Business & Management",False,False,Tallahassee,FL,32306,Leon,30.443222,-84.301554
2670,251–300,George Mason University,46.9–50.0,2670,29.9,460,26.3,432,89.5,131,35.8,1035,46.2,629,United States,"29,377",18.0,10%,54 : 46,George Mason University,"Psychology,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,General Engineering,Education,Law,Sociology,Physics & Astronomy,History, Philosophy & Theology,Business & Management,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Electrical & Electronic Engineering,Chemistry,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Fairfax,VA,22030,Fairfax,38.83088,-77.30794
2780,251–300,University of Oregon,46.9–50.0,2780,34.0,335,29.3,374,83.7,199,34.7,1268,37.0,846,United States,"22,143",10.8,12%,54 : 46,University of Oregon,"History, Philosophy & Theology,Computer Science,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Geography,Art, Performing Arts & Design,Chemistry,Business & Management,Psychology,Economics & Econometrics,Physics & Astronomy,Architecture,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Accounting & Finance,Mathematics & Statistics,Biological Sciences,Communication & Media Studies",False,False,Eugene,OR,97403,Lane,44.044515,-123.07398
2960,251–300,Syracuse University,46.9–50.0,2960,35.1,314,29.6,366,78.1,254,35.3,1127,48.7,577,United States,"20,236",15.7,20%,53 : 47,Syracuse University,"Economics & Econometrics,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Civil Engineering,Mathematics & Statistics,Education,Biological Sciences,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Computer Science,Sport Science,Geography,Business & Management,General Engineering,Psychology",False,False,Syracuse,NY,13244,Onondaga,43.039891,-76.13267
3050,301–350,Boston College,44.5–46.8,3050,36.7,276,33.7,289,69.2,383,34.4,1339,42.3,715,United States,"12,904",15.7,11%,55 : 45,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",False,False,Chestnut Hill,MA,02467,Middlesex,42.336203,-71.169242
3070,301–350,Colorado School of Mines,44.5–46.8,3070,30.1,447,25.1,466,79.6,241,46.6,407,42.1,719,United States,"5,768",16.7,11%,29 : 71,Colorado School of Mines,"Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Business & Management,Physics & Astronomy,Chemical Engineering,General Engineering,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",False,False,Golden,CO,80401,Jefferson,39.749092,-105.222907
3310,301–350,Nova Southeastern University,44.5–46.8,3310,33.8,344,10.3,1146,99.5,15,34.4,1375,29.5,994,United States,"17,785",23.4,6%,69 : 31,Nova Southeastern University,"Computer Science,Communication & Media Studies,Accounting & Finance,Psychology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,Chemistry,Sociology,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,History, Philosophy & Theology,General Engineering,Business & Management,Mathematics & Statistics,Other Health,Biological Sciences,Law",False,False,Fort Lauderdale,FL,33314,Broward,26.079337,-80.24248
3350,301–350,Rush University,44.5–46.8,3350,37.2,269,12.9,954,92.1,101,41.3,591,19.7,1251,United States,"2,425",2.0,1%,74 : 26,Rush University,"Biological Sciences,Medicine & Dentistry,Other Health",False,False,Chicago,IL,60612,Cook,41.873493,-87.669466
3370,301–350,Stony Brook University,44.5–46.8,3370,34.4,329,23.5,510,77.0,270,36.1,1004,71.5,264,United States,"24,201",10.5,23%,50 : 50,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False,Stony Brook,NY,11794,Suffolk,40.91554,-73.12112
3420,301–350,Temple University,44.5–46.8,3420,39.3,230,23.5,513,79.3,245,34.4,1391,37.7,825,United States,"35,814",13.0,9%,53 : 47,Temple University,"Accounting & Finance,General Engineering,Physics & Astronomy,Architecture,Medicine & Dentistry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Computer Science,Sport Science,Sociology,History, Philosophy & Theology,Education,Agriculture & Forestry,Mechanical & Aerospace Engineering,Geography,Business & Management,Art, Performing Arts & Design,Biological Sciences,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology",False,False,Philadelphia,PA,19122,Philadelphia,39.980712,-75.158452
3510,351–400,University of Alaska Fairbanks,42.4–44.4,3510,27.5,533,25.0,469,72.5,346,43.8,483,53.9,474,United States,"3,593",8.7,5%,51 : 49,University of Alaska Fairbanks,"Education,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Geography,Sociology,Economics & Econometrics,Architecture,Biological Sciences,Other Health,History, Philosophy & Theology,Civil Engineering,Chemistry,Computer Science,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics",False,False,Fairbanks,AK,99775,Fairbanks North Star,64.855573,-147.825921
3610,351–400,Clark University,42.4–44.4,3610,24.0,683,22.7,536,79.3,243,34.4,1342,57.5,421,United States,"3,045",11.5,23%,60 : 40,Clark University,"Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Physics & Astronomy,Geography,Business & Management,Languages, Literature & Linguistics,Chemistry,Psychology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Sociology,Computer Science,Communication & Media Studies",False,False,Worcester,MA,01610,Worcester,42.250778,-71.823632
3620,351–400,University of Connecticut,42.4–44.4,3620,36.5,279,29.7,361,60.6,496,37.9,813,49.0,569,United States,"32,446",15.2,9%,53 : 47,University of Connecticut,"Civil Engineering,Sociology,Business & Management,Economics & Econometrics,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Education,Biological Sciences,Psychology,History, Philosophy & Theology,Chemistry,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Architecture,Computer Science,Sport Science,Other Health,Mathematics & Statistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering",False,False,Storrs,CT,06269,Tolland,41.807658,-72.256961
3640,351–400,University of Denver,42.4–44.4,3640,40.5,211,22.3,554,75.4,293,35.8,1033,27.8,1035,United States,"9,535",13.0,9%,57 : 43,University of Denver,"General Engineering,Psychology,Electrical & Electronic Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Other Health,Mathematics & Statistics,Accounting & Finance,Sociology,Communication & Media Studies,Law,Physics & Astronomy,Geography,Biological Sciences,Business & Management,Education,Languages, Literature & Linguistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Politics & International Studies (incl Development Studies)",False,False,Denver,CO,80208,Denver,39.681439,-104.961532
3690,351–400,Hofstra University,42.4–44.4,3690,38.4,243,13.2,926,79.3,244,34.4,1361,29.8,988,United States,"10,066",13.9,9%,57 : 43,Hofstra University,"Education,Civil Engineering,Psychology,Biological Sciences,Other Health,Sport Science,Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Computer Science,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",False,False,Hempstead,NY,11549,Nassau,40.715959,-73.60078
3730,351–400,Iowa State University,42.4–44.4,3730,29.5,472,33.0,299,60.5,498,49.6,354,56.7,434,United States,"32,469",18.8,12%,44 : 56,Iowa State University,"Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Veterinary Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Other Health,General Engineering,Psychology,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Law,Business & Management,Sociology,Education,Art, Performing Arts & Design,Computer Science,Economics & Econometrics,Communication & Media Studies,Chemistry,Electrical & Electronic Engineering,Agriculture & Forestry",False,False,Ames,IA,50011,Story,42.025303,-93.65024
3860,351–400,Oregon State University,42.4–44.4,3860,30.9,414,30.1,351,67.2,407,37.7,836,52.9,497,United States,"24,798",16.0,11%,46 : 54,Oregon State University,"History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Other Health,Geography,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Business & Management,Chemical Engineering,Psychology,Sport Science,Sociology,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Languages, Literature & Linguistics,Education,Veterinary Science,Electrical & Electronic Engineering,Economics & Econometrics",False,False,Corvallis,OR,97331,Benton,44.563109,-123.278711
3990,351–400,Washington State University,42.4–44.4,3990,30.7,420,28.6,389,71.8,355,48.4,365,49.3,567,United States,"27,957",18.1,7%,52 : 48,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False,Pullman,WA,99164,Whitman,46.730448,-117.158168
4000,351–400,Wayne State University,42.4–44.4,4000,33.3,355,18.1,697,83.3,202,45.4,435,37.6,827,United States,"22,295",11.3,9%,55 : 45,Wayne State University,"Sociology,Civil Engineering,Law,Biological Sciences,Sport Science,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,Business & Management,Education,Accounting & Finance,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies",False,False,Detroit,MI,48202,Wayne,42.35861,-83.072864
4030,401–500,The University of Alabama,38.8–42.3,4030,26.9,563,22.4,547,77.4,263,35.3,1112,28.9,1011,United States,"35,120",22.5,4%,56 : 44,The University of Alabama,"Psychology,Agriculture & Forestry,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Physics & Astronomy,Sociology,General Engineering,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,History, Philosophy & Theology,Civil Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Business & Management,Law,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemistry,Biological Sciences,Other Health,Geography,Education",False,False,Tuscaloosa,AL,35487,Tuscaloosa,33.2144,-87.545766
4040,401–500,American University,38.8–42.3,4040,40.9,205,19.5,636,65.7,431,39.1,715,32.3,933,United States,"11,750",11.0,12%,65 : 35,American University,"Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Education,Sociology,Accounting & Finance,Biological Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Chemistry,Medicine & Dentistry,Psychology",False,False,Washington,DC,20016,District of Columbia,38.936981,-77.088785
4230,401–500,Drexel University,38.8–42.3,4230,35.8,295,20.4,608,64.7,438,41.5,575,50.3,545,United States,"19,801",11.1,17%,50 : 50,Drexel University,"Education,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Architecture,General Engineering,Communication & Media Studies,Medicine & Dentistry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Chemical Engineering,Electrical & Electronic Engineering,Sport Science,Business & Management,Economics & Econometrics,Law,History, Philosophy & Theology,Psychology,Veterinary Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Mathematics & Statistics,Other Health,Chemistry,Agriculture & Forestry",False,False,Philadelphia,PA,19104,Philadelphia,39.954855,-75.188745
4320,401–500,University of Georgia,38.8–42.3,4320,34.9,318,35.8,256,55.8,556,37.2,876,46.0,632,United States,"35,164",16.3,7%,57 : 43,University of Georgia,"Architecture,Archaeology,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Agriculture & Forestry,Civil Engineering,Psychology,Other Health,Communication & Media Studies,Biological Sciences,Sport Science,Economics & Econometrics,Computer Science,Physics & Astronomy,Sociology,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Veterinary Science",False,False,Athens,GA,30602,Clarke,33.937727,-83.37143
4330,401–500,Georgia State University,38.8–42.3,4330,33.9,338,27.2,417,62.9,464,35.4,1095,41.9,723,United States,"29,290",14.4,6%,61 : 39,Georgia State University,"Biological Sciences,Economics & Econometrics,Geography,Mathematics & Statistics,Other Health,Physics & Astronomy,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,History, Philosophy & Theology,Chemistry,Psychology,Languages, Literature & Linguistics,Education,Accounting & Finance,Law,Sociology,Business & Management,Computer Science,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences",False,False,Atlanta,GA,30303,Fulton,33.7527,-84.38667
4380,401–500,University of Houston,38.8–42.3,4380,33.6,349,25.9,443,58.0,529,36.8,926,42.5,710,United States,"44,128",25.7,9%,50 : 50,University of Houston,"Chemical Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Architecture,Economics & Econometrics,Sport Science,Civil Engineering,Chemistry,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Medicine & Dentistry,Law,Sociology,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health",False,False,Houston,TX,77204,Harris,29.719988,-95.344851
4450,401–500,University of Kansas,38.8–42.3,4450,36.9,272,22.6,544,68.3,391,43.5,494,35.4,874,United States,"24,526",9.9,9%,52 : 48,University of Kansas,"History, Philosophy & Theology,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Other Health,Agriculture & Forestry,Biological Sciences,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Chemistry,General Engineering,Computer Science,Sociology,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics",False,False,Lawrence,KS,66045,Douglas,38.956474,-95.258651
4460,401–500,University of Kentucky,38.8–42.3,4460,37.0,270,24.9,471,55.5,561,38.4,768,38.0,813,United States,"27,078",12.4,4%,55 : 45,University of Kentucky,"Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Psychology,Chemistry,Architecture,Computer Science,Biological Sciences,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Geography,Business & Management,Other Health,Agriculture & Forestry,Physics & Astronomy,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,Economics & Econometrics,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance",False,False,Lexington,KY,40506,Fayette,38.028761,-84.502517
4550,401–500,University of Missouri-St Louis,38.8–42.3,4550,30.0,455,24.7,476,70.3,369,40.4,636,40.6,758,United States,"7,019",16.0,6%,58 : 42,University of Missouri-St Louis,"Art, Performing Arts & Design,Mathematics & Statistics,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Computer Science,Economics & Econometrics,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Psychology,Other Health,Education,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,Saint Louis,MO,63121,St. Louis,38.711297,-90.308886
4600,401–500,University of Nebraska-Lincoln,38.8–42.3,4600,30.1,449,28.0,405,63.2,460,38.6,756,56.7,436,United States,"24,610",17.2,11%,48 : 52,University of Nebraska-Lincoln,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Sociology,Architecture,Education,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Other Health,Psychology,Economics & Econometrics,Civil Engineering,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Archaeology,Law,Biological Sciences,Business & Management,Computer Science,Agriculture & Forestry,Geography",False,False,Lincoln,NE,68588,Lancaster,40.821787,-96.700663
4610,401–500,New Mexico Institute of Mining and Technology,38.8–42.3,4610,22.3,783,14.6,841,70.6,365,78.1,114,62.9,348,United States,"1,809",11.3,8%,30 : 70,New Mexico Institute of Mining and Technology,"Chemical Engineering,Psychology,General Engineering,Mathematics & Statistics,Biological Sciences,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemistry,Computer Science,Business & Management,Physics & Astronomy,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences",False,False,Socorro,NM,87801,Socorro,34.06619,-106.907701
4730,401–500,Rensselaer Polytechnic Institute,38.8–42.3,4730,30.0,456,28.7,387,58.9,518,67.0,165,52.1,515,United States,"7,798",15.6,20%,32 : 68,Rensselaer Polytechnic Institute,"History, Philosophy & Theology,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Accounting & Finance,General Engineering,Electrical & Electronic Engineering,Architecture,Computer Science,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering",False,False,Troy,NY,12180,Rensselaer,42.728983,-73.678768
4830,401–500,University of South Carolina-Columbia,38.8–42.3,4830,33.2,358,25.5,454,63.7,455,36.2,993,43.2,694,United States,"32,291",16.2,5%,55 : 45,University of South Carolina-Columbia,"Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Psychology,Law,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Medicine & Dentistry,Computer Science,Geography,Biological Sciences,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Civil Engineering,Mathematics & Statistics,Other Health,Sociology,General Engineering,Chemical Engineering",False,False,Columbia,SC,29208,Richland,33.996677,-81.026916
