rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
2190,201–250,University of Iowa,49.5–53.0,2190,42.9,171,33.8,264,81.3,215,54.6,247,37.1,742,United States,"27,897",12.3,13%,52 : 48,University of Iowa,"Other Health,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",False,False,Iowa City,IA,52242,Johnson,41.660695,-91.535698
2290,201–250,University of Miami,49.5–53.0,2290,41.6,186,25.2,429,86.2,175,39.3,639,60.4,348,United States,"15,923",5.9,16%,51 : 49,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False,Coral Gables,FL,33146,Miami-Dade,25.720406,-80.27645
2450,201–250,University of Utah,49.5–53.0,2450,36.5,273,33.7,267,88.9,133,40.7,564,33.4,825,United States,"30,036",14.1,9%,45 : 55,University of Utah,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",False,False,Salt Lake City,UT,84112,Salt Lake,40.762484,-111.846044
2550,251–300,Clark University,46.4–49.4,2550,25.1,589,25.5,423,89.2,126,34.3,1120,58.9,371,United States,"3,136",11.9,25%,60 : 40,Clark University,"Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Physics & Astronomy,Geography,Business & Management,Languages, Literature & Linguistics,Chemistry,Psychology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Sociology,Computer Science,Communication & Media Studies",False,False,Worcester,MA,01610,Worcester,42.250778,-71.823632
2560,251–300,Colorado School of Mines,46.4–49.4,2560,32.9,350,27.8,375,84.4,190,50.5,303,42.7,646,United States,"5,556",16.7,12%,28 : 72,Colorado School of Mines,"Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Business & Management,Physics & Astronomy,Chemical Engineering,General Engineering,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",False,False,Golden,CO,80401,Jefferson,39.749092,-105.222907
2580,251–300,University of Delaware,46.4–49.4,2580,28.5,473,37.4,220,77.4,266,91.5,51,46.2,566,United States,"20,348",16.9,10%,57 : 43,University of Delaware,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Computer Science,Sport Science,Sociology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies",False,False,Newark,DE,19716,New Castle,39.678028,-75.752833
2610,251–300,Florida State University,46.4–49.4,2610,38.4,238,40.0,190,70.9,349,39.5,621,43.0,642,United States,"38,661",24.5,7%,56 : 44,Florida State University,"Chemical Engineering,Sport Science,Languages, Literature & Linguistics,Architecture,Biological Sciences,Archaeology,Sociology,Accounting & Finance,Medicine & Dentistry,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Economics & Econometrics,Psychology,Geography,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health,Electrical & Electronic Engineering,Chemistry,Law,Business & Management",False,False,Tallahassee,FL,32306,Leon,30.443222,-84.301554
2860,251–300,Stony Brook University,46.4–49.4,2860,34.2,321,22.4,502,83.8,195,35.7,929,70.2,253,United States,"23,722",10.6,23%,49 : 51,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False,Stony Brook,NY,11794,Suffolk,40.91554,-73.12112
2910,251–300,Syracuse University,46.4–49.4,2910,32.0,384,28.3,367,79.2,242,40.6,568,48.3,538,United States,"20,277",16.0,20%,53 : 47,Syracuse University,"Economics & Econometrics,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Civil Engineering,Mathematics & Statistics,Education,Biological Sciences,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Computer Science,Sport Science,Geography,Business & Management,General Engineering,Psychology",False,False,Syracuse,NY,13244,Onondaga,43.039891,-76.13267
2980,251–300,Virginia Polytechnic Institute and State University,46.4–49.4,2980,34.8,309,39.8,194,70.2,353,48.2,357,52.4,471,United States,"32,296",18.5,14%,43 : 57,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Sociology,Archaeology,Geography,Politics & International Studies (incl Development Studies),Chemistry,Veterinary Science,Agriculture & Forestry,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Psychology,Chemical Engineering,Accounting & Finance,Civil Engineering",False,False,Blacksburg,VA,24061,Montgomery,37.229906,-80.419988
3000,251–300,Wake Forest University,46.4–49.4,3000,41.3,193,18.4,642,87.8,144,44.1,433,29.3,903,United States,"7,588",4.0,7%,52 : 48,Wake Forest University,"Law,Chemistry,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,General Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Communication & Media Studies,Other Health,Physics & Astronomy,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies)",False,False,Winston Salem,NC,27106,Forsyth,36.135301,-80.279004
3020,301–350,University of Alaska Fairbanks,44.0–46.3,3020,27.9,488,24.9,437,76.9,271,44.9,410,53.4,449,United States,"3,667",8.4,6%,50 : 50,University of Alaska Fairbanks,"Education,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Geography,Sociology,Economics & Econometrics,Architecture,Biological Sciences,Other Health,History, Philosophy & Theology,Civil Engineering,Chemistry,Computer Science,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics",False,False,Fairbanks,AK,99775,Fairbanks North Star,64.855573,-147.825921
3040,301–350,American University,44.0–46.3,3040,43.1,169,21.7,516,76.6,274,39.4,630,33.5,823,United States,"10,790",10.8,13%,65 : 35,American University,"Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Education,Sociology,Accounting & Finance,Biological Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Chemistry,Medicine & Dentistry,Psychology",False,False,Washington,DC,20016,District of Columbia,38.936981,-77.088785
3090,301–350,Boston College,44.0–46.3,3090,36.1,281,25.3,425,72.3,332,45.2,404,57.6,390,United States,"13,035",15.9,14%,55 : 45,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",False,False,Chestnut Hill,MA,02467,Middlesex,42.336203,-71.169242
3130,301–350,University of Connecticut,44.0–46.3,3130,36.7,265,29.8,328,67.3,395,37.1,791,46.1,568,United States,"30,356",14.6,8%,53 : 47,University of Connecticut,"Civil Engineering,Sociology,Business & Management,Economics & Econometrics,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Education,Biological Sciences,Psychology,History, Philosophy & Theology,Chemistry,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Architecture,Computer Science,Sport Science,Other Health,Mathematics & Statistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering",False,False,Storrs,CT,06269,Tolland,41.807658,-72.256961
3160,301–350,University of Denver,44.0–46.3,3160,40.2,212,21.5,524,76.2,284,35.3,975,28.0,927,United States,"9,421",13.2,10%,57 : 43,University of Denver,"General Engineering,Psychology,Electrical & Electronic Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Other Health,Mathematics & Statistics,Accounting & Finance,Sociology,Communication & Media Studies,Law,Physics & Astronomy,Geography,Biological Sciences,Business & Management,Education,Languages, Literature & Linguistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Politics & International Studies (incl Development Studies)",False,False,Denver,CO,80208,Denver,39.681439,-104.961532
3180,301–350,George Mason University,44.0–46.3,3180,29.0,462,25.8,416,79.3,240,35.3,977,44.1,619,United States,"28,261",17.7,9%,54 : 46,George Mason University,"Psychology,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,General Engineering,Education,Law,Sociology,Physics & Astronomy,History, Philosophy & Theology,Business & Management,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Electrical & Electronic Engineering,Chemistry,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Fairfax,VA,22030,Fairfax,38.83088,-77.30794
3210,301–350,University of Houston,44.0–46.3,3210,38.8,231,32.4,285,61.6,464,38.3,700,42.1,655,United States,"42,962",43.6,10%,50 : 50,University of Houston,"Chemical Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Architecture,Economics & Econometrics,Sport Science,Civil Engineering,Chemistry,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Medicine & Dentistry,Law,Sociology,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health",False,False,Houston,TX,77204,Harris,29.719988,-95.344851
3340,301–350,Oregon State University,44.0–46.3,3340,31.3,400,30.4,323,71.2,345,38.1,717,51.1,487,United States,"24,280",16.2,11%,46 : 54,Oregon State University,"History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Other Health,Geography,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Business & Management,Chemical Engineering,Psychology,Sport Science,Sociology,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Languages, Literature & Linguistics,Education,Veterinary Science,Electrical & Electronic Engineering,Economics & Econometrics",False,False,Corvallis,OR,97331,Benton,44.563109,-123.278711
3510,301–350,Washington State University,44.0–46.3,3510,31.3,401,28.4,364,75.2,296,51.5,288,48.3,540,United States,"27,689",19.3,8%,52 : 48,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False,Pullman,WA,99164,Whitman,46.730448,-117.158168
3520,301–350,Wayne State University,44.0–46.3,3520,33.7,332,17.7,668,82.2,207,43.9,438,38.1,726,United States,"22,123",11.0,9%,55 : 45,Wayne State University,"Sociology,Civil Engineering,Law,Biological Sciences,Sport Science,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,Business & Management,Education,Accounting & Finance,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies",False,False,Detroit,MI,48202,Wayne,42.35861,-83.072864
3640,351–400,Drexel University,41.7–43.9,3640,36.2,279,19.3,610,67.9,386,40.6,565,50.7,497,United States,"19,650",10.5,18%,49 : 51,Drexel University,"Education,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Architecture,General Engineering,Communication & Media Studies,Medicine & Dentistry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Chemical Engineering,Electrical & Electronic Engineering,Sport Science,Business & Management,Economics & Econometrics,Law,History, Philosophy & Theology,Psychology,Veterinary Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Mathematics & Statistics,Other Health,Chemistry,Agriculture & Forestry",False,False,Philadelphia,PA,19104,Philadelphia,39.954855,-75.188745
3680,351–400,Hofstra University,41.7–43.9,3680,37.9,244,12.7,871,84.7,187,34.0,1219,29.4,899,United States,"9,813",13.6,10%,57 : 43,Hofstra University,"Education,Civil Engineering,Psychology,Biological Sciences,Other Health,Sport Science,Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Computer Science,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",False,False,Hempstead,NY,11549,Nassau,40.715959,-73.60078
3730,351–400,Iowa State University,41.7–43.9,3730,28.8,467,32.2,289,63.7,442,49.5,322,55.5,418,United States,"31,931",18.3,12%,44 : 56,Iowa State University,"Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Veterinary Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Other Health,General Engineering,Psychology,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Law,Business & Management,Sociology,Education,Art, Performing Arts & Design,Computer Science,Economics & Econometrics,Communication & Media Studies,Chemistry,Electrical & Electronic Engineering,Agriculture & Forestry",False,False,Ames,IA,50011,Story,42.025303,-93.65024
3760,351–400,University of Kansas,41.7–43.9,3760,37.2,255,24.5,447,65.6,413,41.9,506,33.6,819,United States,"24,450",9.9,9%,51 : 49,University of Kansas,"History, Philosophy & Theology,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Other Health,Agriculture & Forestry,Biological Sciences,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Chemistry,General Engineering,Computer Science,Sociology,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics",False,False,Lawrence,KS,66045,Douglas,38.956474,-95.258651
3850,351–400,University of Nebraska-Lincoln,41.7–43.9,3850,32.2,373,26.2,407,66.5,403,39.5,623,54.7,430,United States,"22,728",16.6,12%,48 : 52,University of Nebraska-Lincoln,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Sociology,Architecture,Education,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Other Health,Psychology,Economics & Econometrics,Civil Engineering,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Archaeology,Law,Biological Sciences,Business & Management,Computer Science,Agriculture & Forestry,Geography",False,False,Lincoln,NE,68588,Lancaster,40.821787,-96.700663
3880,351–400,Rensselaer Polytechnic Institute,41.7–43.9,3880,27.9,493,30.1,326,67.1,397,68.3,147,49.9,512,United States,"7,459",15.4,19%,32 : 68,Rensselaer Polytechnic Institute,"History, Philosophy & Theology,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Accounting & Finance,General Engineering,Electrical & Electronic Engineering,Architecture,Computer Science,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering",False,False,Troy,NY,12180,Rensselaer,42.728983,-73.678768
3890,351–400,Rush University,41.7–43.9,3890,34.6,313,10.6,1012,90.4,114,39.5,625,20.0,1124,United States,"2,426",1.4,1%,74 : 26,Rush University,"Biological Sciences,Medicine & Dentistry,Other Health",False,False,Chicago,IL,60612,Cook,41.873493,-87.669466
3950,351–400,Temple University,41.7–43.9,3950,34.0,325,16.3,714,83.2,198,37.1,794,37.5,739,United States,"34,450",9.1,9%,52 : 48,Temple University,"Accounting & Finance,General Engineering,Physics & Astronomy,Architecture,Medicine & Dentistry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Computer Science,Sport Science,Sociology,History, Philosophy & Theology,Education,Agriculture & Forestry,Mechanical & Aerospace Engineering,Geography,Business & Management,Art, Performing Arts & Design,Biological Sciences,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology",False,False,Philadelphia,PA,19122,Philadelphia,39.980712,-75.158452
3980,351–400,University of Vermont,41.7–43.9,3980,27.9,494,19.9,588,81.4,214,47.1,373,28.7,913,United States,"11,126",8.7,5%,56 : 44,University of Vermont UV Vermont USA,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Biological Sciences,Sociology,Education,Geography,Other Health,Veterinary Science,Civil Engineering,Communication & Media Studies,Agriculture & Forestry,Mathematics & Statistics,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Computer Science,Physics & Astronomy",False,False,Burlington,VT,05405,Chittenden,44.479262,-73.198128
4010,401–500,The University of Alabama,37.1–41.6,4010,26.1,550,21.1,539,79.2,241,34.8,1036,29.0,906,United States,"34,539",22.3,5%,55 : 45,The University of Alabama,"Psychology,Agriculture & Forestry,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Physics & Astronomy,Sociology,General Engineering,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,History, Philosophy & Theology,Civil Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Business & Management,Law,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemistry,Biological Sciences,Other Health,Geography,Education",False,False,Tuscaloosa,AL,35487,Tuscaloosa,33.2144,-87.545766
4020,401–500,University of Alabama in Huntsville,37.1–41.6,4020,20.7,791,21.3,530,67.1,396,68.2,148,44.8,596,United States,"5,969",14.1,9%,44 : 56,University of Alabama in Huntsville,"General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Psychology,Education,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Geography,History, Philosophy & Theology,Languages, Literature & Linguistics,Sociology,Other Health,Physics & Astronomy,Chemistry,Sport Science,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Computer Science",False,False,Huntsville,AL,35899,Madison,34.722818,-86.63842
4240,401–500,Florida International University,37.1–41.6,4240,28.9,466,21.8,513,61.8,462,37.0,795,38.3,722,United States,"33,394",23.9,8%,56 : 44,Florida International University,"History, Philosophy & Theology,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Architecture,Computer Science,Law,Chemistry,Business & Management,Sociology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Geography,Communication & Media Studies,Economics & Econometrics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Accounting & Finance,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Education,Psychology",False,False,Miami,FL,33199,Miami-Dade,25.757111,-80.377591
4270,401–500,University of Georgia,37.1–41.6,4270,33.6,335,32.1,290,59.0,504,36.6,835,43.9,621,United States,"34,707",16.6,8%,57 : 43,University of Georgia,"Architecture,Archaeology,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Agriculture & Forestry,Civil Engineering,Psychology,Other Health,Communication & Media Studies,Biological Sciences,Sport Science,Economics & Econometrics,Computer Science,Physics & Astronomy,Sociology,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Veterinary Science",False,False,Athens,GA,30602,Clarke,33.937727,-83.37143
4280,401–500,Georgia State University,37.1–41.6,4280,32.0,380,25.0,432,62.3,455,34.4,1103,38.1,725,United States,"33,233",16.1,5%,59 : 41,Georgia State University,"Biological Sciences,Economics & Econometrics,Geography,Mathematics & Statistics,Other Health,Physics & Astronomy,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,History, Philosophy & Theology,Chemistry,Psychology,Languages, Literature & Linguistics,Education,Accounting & Finance,Law,Sociology,Business & Management,Computer Science,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences",False,False,Atlanta,GA,30303,Fulton,33.7527,-84.38667
4420,401–500,University of Kentucky,37.1–41.6,4420,27.4,513,28.9,348,55.2,538,39.1,650,36.6,755,United States,"27,299",14.5,5%,55 : 45,University of Kentucky,"Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Psychology,Chemistry,Architecture,Computer Science,Biological Sciences,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Geography,Business & Management,Other Health,Agriculture & Forestry,Physics & Astronomy,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,Economics & Econometrics,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance",False,False,Lexington,KY,40506,Fayette,38.028761,-84.502517
4570,401–500,University of Nebraska Medical Center,37.1–41.6,4570,37.5,249,11.6,938,60.6,479,37.8,738,43.8,624,United States,"2,806",2.3,8%,67 : 33,University of Nebraska Medical Center,"Psychology,Medicine & Dentistry,Other Health,Education,Biological Sciences",False,False,Omaha,NE,68198,Douglas,41.255088,-95.976346
4580,401–500,New Mexico Institute of Mining and Technology,37.1–41.6,4580,23.6,662,10.0,1050,85.1,184,57.7,221,60.6,344,United States,"1,791",6.3,9%,28 : 72,New Mexico Institute of Mining and Technology,"Chemical Engineering,Psychology,General Engineering,Mathematics & Statistics,Biological Sciences,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemistry,Computer Science,Business & Management,Physics & Astronomy,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences",False,False,Socorro,NM,87801,Socorro,34.06619,-106.907701
4590,401–500,Northern Arizona University,37.1–41.6,4590,18.6,918,13.3,841,87.0,161,34.2,1154,30.0,885,United States,"27,449",26.6,5%,59 : 41,Northern Arizona University,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Languages, Literature & Linguistics,Architecture,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Communication & Media Studies,Sport Science,General Engineering,Education,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Accounting & Finance,Business & Management,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Psychology,Chemical Engineering,Other Health",False,False,Flagstaff,AZ,86011,Coconino,35.188875,-111.655559
